orig,dest,pair,prob,topic
1467,17752,"(1467,17752)",0.018599842657266545,1
14669,14671,"(14669,14671)",0.0163754002737723,1
14668,1467,"(14668,1467)",0.014299568961948611,1
15595,15595,"(15595,15595)",0.013134263959955931,1
14515,14671,"(14515,14671)",0.011656622185665455,1
14669,17752,"(14669,17752)",0.011627175342302721,1
14823,14671,"(14823,14671)",0.011308518743823022,1
14671,17752,"(14671,17752)",0.010748238546857618,1
14825,17752,"(14825,17752)",0.010610404549915499,1
14823,17752,"(14823,17752)",0.009889406745918561,1
14515,17752,"(14515,17752)",0.009684559019983082,1
14515,1467,"(14515,1467)",0.009314409162688355,1
14668,17752,"(14668,17752)",0.009168742567528984,1
14668,14671,"(14668,14671)",0.00876285726809021,1
17752,17752,"(17752,17752)",0.008185963479727394,1
1467,14671,"(1467,14671)",0.007148089188318618,1
14824,14825,"(14824,14825)",0.0067744150198469,1
14979,1467,"(14979,1467)",0.006564451611328982,1
14823,14977,"(14823,14977)",0.006338861013147158,1
14979,17752,"(14979,17752)",0.006224904440937639,1
14514,14671,"(14514,14671)",0.006194863491500514,1
14667,14671,"(14667,14671)",0.006183724508287484,1
14821,1467,"(14821,1467)",0.005888865527509571,1
14823,14516,"(14823,14516)",0.005703850740485079,1
14822,17752,"(14822,17752)",0.005579071600815364,1
14513,14671,"(14513,14671)",0.00535937296276753,1
14824,15132,"(14824,15132)",0.0050210630655586775,1
14516,17752,"(14516,17752)",0.004956848466519923,1
14514,17752,"(14514,17752)",0.004926872274142521,1
14823,14979,"(14823,14979)",0.004892365046864741,1
14514,1467,"(14514,1467)",0.004865483054070158,1
14667,1467,"(14667,1467)",0.004864681935482605,1
14513,17752,"(14513,17752)",0.0048481109067227265,1
14823,14515,"(14823,14515)",0.004815516886178695,1
14823,14825,"(14823,14825)",0.004814764070813034,1
14669,14979,"(14669,14979)",0.004794968992394767,1
1513,17752,"(1513,17752)",0.004694116371191128,1
15128,17752,"(15128,17752)",0.004657092939960851,1
14669,14825,"(14669,14825)",0.004612905139588412,1
14979,14825,"(14979,14825)",0.004573763542138594,1
14513,1467,"(14513,1467)",0.004491976676510279,1
14975,17752,"(14975,17752)",0.004379093606342589,1
15441,15441,"(15441,15441)",0.00435176954795878,1
14979,14671,"(14979,14671)",0.004341645591646204,1
14671,14516,"(14671,14516)",0.004231988558558631,1
14822,1467,"(14822,1467)",0.004167777378751998,1
15438,17752,"(15438,17752)",0.004142751357809163,1
14978,17752,"(14978,17752)",0.004091940164050579,1
14516,14671,"(14516,14671)",0.004082576856248532,1
15284,17752,"(15284,17752)",0.004069661361098636,1
14977,17752,"(14977,17752)",0.004053974248933018,1
14978,14824,"(14978,14824)",0.003984443700042948,1
1467,14516,"(1467,14516)",0.003939428430354059,1
14671,14671,"(14671,14671)",0.0035793765171002172,1
14824,14978,"(14824,14978)",0.0035773238250210483,1
14668,14824,"(14668,14824)",0.0035694430963448577,1
15129,17752,"(15129,17752)",0.003536416154464792,1
14976,17752,"(14976,17752)",0.003456475249444408,1
14823,15132,"(14823,15132)",0.0034077785549432712,1
14822,14671,"(14822,14671)",0.0033731012749105287,1
14667,17752,"(14667,17752)",0.0033343451981259734,1
14822,14824,"(14822,14824)",0.0032742643518969506,1
14823,14822,"(14823,14822)",0.0031914020993974363,1
1467,14825,"(1467,14825)",0.0031605750612599967,1
14823,14669,"(14823,14669)",0.003152135654658907,1
14825,1467,"(14825,1467)",0.003014981397137026,1
15285,17752,"(15285,17752)",0.002973972475781183,1
15439,17752,"(15439,17752)",0.00294390750164379,1
14515,14825,"(14515,14825)",0.0029368929882391814,1
14821,17752,"(14821,17752)",0.002831601234964583,1
14821,14671,"(14821,14671)",0.0028094769389131065,1
15283,17752,"(15283,17752)",0.002776371767085125,1
14974,17752,"(14974,17752)",0.0027745217074950077,1
14516,14825,"(14516,14825)",0.002746467291459085,1
14825,14671,"(14825,14671)",0.002678365179407611,1
14823,14821,"(14823,14821)",0.0026165883662205153,1
14823,14978,"(14823,14978)",0.002606583977280649,1
14514,14824,"(14514,14824)",0.002606256227682763,1
15593,17752,"(15593,17752)",0.0025885620342269216,1
14979,14824,"(14979,14824)",0.0025857464083143423,1
14821,14824,"(14821,14824)",0.0025535493578860077,1
14824,15133,"(14824,15133)",0.0024870368653596452,1
15437,17752,"(15437,17752)",0.002472142222060048,1
1482,1467,"(1482,1467)",0.002408313583904146,1
14668,14825,"(14668,14825)",0.0023955858094811765,1
14978,1467,"(14978,1467)",0.0023627109365817476,1
14823,14668,"(14823,14668)",0.0023174519961638605,1
14824,14977,"(14824,14977)",0.002253825748530316,1
14669,14977,"(14669,14977)",0.002241789592820929,1
14975,1467,"(14975,1467)",0.0022278223098725638,1
15286,17752,"(15286,17752)",0.0021357878188770453,1
1482,17752,"(1482,17752)",0.002130281659235496,1
14822,14822,"(14822,14822)",0.0020909338565255568,1
15592,17752,"(15592,17752)",0.002083879007980805,1
14516,1467,"(14516,1467)",0.002080164725974981,1
14668,14979,"(14668,14979)",0.00200113441662008,1
14825,14825,"(14825,14825)",0.0019669970483430312,1
15287,17752,"(15287,17752)",0.0019605556677037205,1
14976,1467,"(14976,1467)",0.0019436981087140503,1
14669,14516,"(14669,14516)",0.0019207135582726986,1
14819,14671,"(14819,14671)",0.0018925327048176898,1
1467,14979,"(1467,14979)",0.0018753954611435734,1
14977,14823,"(14977,14823)",0.0018624079257553554,1
14824,16073,"(14824,16073)",0.0018541400857285295,1
1544,17752,"(1544,17752)",0.0018368323260066956,1
14671,14979,"(14671,14979)",0.0018161548482236863,1
14669,14823,"(14669,14823)",0.0017845588736631391,1
15129,1467,"(15129,1467)",0.0017644147187681764,1
14975,14824,"(14975,14824)",0.0017210745965703222,1
14974,14974,"(14974,14974)",0.001710942213753983,1
14822,15132,"(14822,15132)",0.0016492250133928286,1
14823,1482,"(14823,1482)",0.0016375323155315307,1
