orig,dest,pair,prob,topic
14513,14823,"(14513,14823)",0.0013607338476568074,0
14823,14978,"(14823,14978)",0.0013471714242454006,0
14671,14822,"(14671,14822)",0.0013356151040251924,0
14979,14669,"(14979,14669)",0.0013333202699493036,0
14516,14669,"(14516,14669)",0.0013186466116939894,0
14824,14822,"(14824,14822)",0.0012935188205531166,0
14977,14823,"(14977,14823)",0.0012913064562409587,0
17752,14978,"(17752,14978)",0.0012771751890261686,0
1467,14513,"(1467,14513)",0.0012758290351162509,0
14513,14669,"(14513,14669)",0.0012688874567273268,0
14976,14975,"(14976,14975)",0.001254498801386532,0
14977,1467,"(14977,1467)",0.0012531956899040117,0
14979,14823,"(14979,14823)",0.0012465604260483822,0
17752,15286,"(17752,15286)",0.001227962350763357,0
14823,15439,"(14823,15439)",0.0012100427970688848,0
1467,14822,"(1467,14822)",0.001207298498504346,0
17752,14822,"(17752,14822)",0.001196312082799693,0
15439,14823,"(15439,14823)",0.001183534629554029,0
14669,14669,"(14669,14669)",0.001181801246442113,0
14824,14974,"(14824,14974)",0.0011767519007153799,0
14823,14976,"(14823,14976)",0.0011712508604023542,0
15283,14976,"(15283,14976)",0.0011702239768228981,0
14671,15438,"(14671,15438)",0.001168563870150698,0
1467,1513,"(1467,1513)",0.001161175671428381,0
14825,14515,"(14825,14515)",0.0011539050510874593,0
14823,14668,"(14823,14668)",0.0011498277178613927,0
14979,1467,"(14979,1467)",0.0011462039250099774,0
1467,14973,"(1467,14973)",0.0011458324680678844,0
14671,14976,"(14671,14976)",0.0011386859336129324,0
17752,17134,"(17752,17134)",0.0011316284512807716,0
14824,14825,"(14824,14825)",0.0011277860905002416,0
14977,15131,"(14977,15131)",0.0011241711574443989,0
17752,15129,"(17752,15129)",0.001115938017052707,0
14671,15439,"(14671,15439)",0.0011121977225420807,0
17752,14825,"(17752,14825)",0.0010985571139521663,0
17752,15438,"(17752,15438)",0.001090884502326064,0
17752,17752,"(17752,17752)",0.0010879257332060718,0
14671,1513,"(14671,1513)",0.0010818661043789897,0
17752,17288,"(17752,17288)",0.0010786952867528749,0
17752,1698,"(17752,1698)",0.0010622507671788314,0
14824,15128,"(14824,15128)",0.0010537577538100704,0
14671,16056,"(14671,16056)",0.0010491569442411621,0
14979,14513,"(14979,14513)",0.0010448221809271022,0
1467,14671,"(1467,14671)",0.0010448046296306036,0
15283,1513,"(15283,1513)",0.0010432313773288855,0
17752,15131,"(17752,15131)",0.0010426822690888932,0
1467,14977,"(1467,14977)",0.0010381209094579905,0
15285,15285,"(15285,15285)",0.0010267691052539556,0
15283,15131,"(15283,15131)",0.0010255025076431445,0
1467,15439,"(1467,15439)",0.0010177262613649467,0
14516,14976,"(14516,14976)",0.001010528400819033,0
15283,14824,"(15283,14824)",0.001002388169963231,0
15285,14976,"(15285,14976)",0.0010015573711230916,0
14516,14514,"(14516,14514)",0.0009952963751489173,0
